x,y,code,title,major_group
-0.018878017,0.00083416415,2269,Health Professionals Not Elsewhere Classified,2
-0.019177381,0.001712821,23,Teaching Professionals,2
-0.01644215,0.0045212423,231,University and Higher Education Teachers,2
-0.01644215,0.0045212423,2310,University and Higher Education Teachers,2
-0.007932281,-0.0026244766,232,Vocational education teachers,2
-0.007932281,-0.0026244766,2320,Vocational Education Teachers,2
-0.013735211,0.0028644158,233,Secondary Education Teachers,2
-0.013735211,0.0028644158,2330,Secondary Education Teachers,2
-0.012719946,0.0066114347,234,Primary School and Early Childhood Teachers,2
-0.012059018,0.0073980945,2341,Primary School Teachers,2
-0.013298696,0.0046888385,2342,Early Childhood Educators,2
-0.017791102,0.0035485558,235,Other Teaching Professionals,2
-0.01291107,-0.0039184964,2351,Education Methods Specialists,2
-0.015601009,-0.0012404677,2352,Special Needs Teachers,2
-0.011703645,0.0064509735,2353,Other Language Teachers,2
-0.013505526,0.0028765122,2354,Other Music Teachers,2
-0.010155211,0.005949737,2355,Other Arts Teachers,2
-0.012302249,-0.008121206,2356,Information Technology Trainers,2
-0.01571699,-0.0005180274,2359,Teaching Professionals Not Elsewhere Classified,2
-0.01857355,0.0010027734,24,Business and Administration Professionals,2
-0.0111112725,0.0026327686,241,Finance Professionals,2
-0.011878758,0.0023395934,2411,Accountants,2
-0.016020136,0.003996389,2412,Financial and Investment Advisers,2
-0.0129373735,0.0014338545,2413,Financial Analysts,2
-0.019963078,-0.004909229,242,Administration Professionals,2
-0.012587994,-0.0025971432,2421,Management and Organization Analysts,2
-0.020064058,-0.0009961302,2422,Policy Administration Professionals,2
-0.015759533,-0.0034041596,2423,Personnel and Careers Professionals,2
-0.015519625,-0.0021768918,2424,Training and Staff Development Professionals,2
-0.015703,0.0070713367,243,"Sales, Marketing and Public Relations Professionals",2
-0.01431422,0.0071838987,2431,Advertising and Marketing Professionals,2
-0.017528944,0.0024827789,2432,Public Relations Professionals,2
-0.009772394,-0.003579212,2433,Technical and Medical Sales Professionals (excluding ICT),2
-0.012545178,-0.003317729,2434,Information and Communications Technology Sales Professionals,2
-0.015250423,-0.007459452,25,Information and Communications Technology Professionals,2
-0.010994638,-0.004371662,251,Software and Applications Developers and Analysts,2
-0.008578058,-0.010376859,2511,Systems Analysts,2
-0.00904128,-0.006482909,2512,Software Developers,2
-0.0077381334,-0.0047086272,2513,Web and Multimedia Developers,2
-0.005786537,-0.008549222,2514,Applications Programmers,2
-0.008757758,-0.007361526,2519,Software and Applications Developers and Analysts Not Elsewhere Classified,2
-0.010028701,-0.008702778,252,Database and Network Professionals,2
-0.008076617,-0.007589245,2521,Database Designers and Administrators,2
0.005448998,-0.014489672,2522,Systems Aministrators,2
-0.006077416,-0.012842412,2523,Computer Network Professionals,2
-0.013465446,-0.008781033,2529,Database and Network Professionals Not Elsewhere Classified,2
-0.017049735,0.0103707155,26,"Legal, Social and Cultural Professionals",2
-0.017123438,0.006513881,261,Legal Professionals,2
-0.012306746,0.0094925435,2611,Lawyers,2
-0.008235297,0.008491995,2612,Judges,2
-0.014119583,0.0028281366,2619,Legal Professionals Not Elsewhere Classified,2
-0.0061780754,0.0052216393,262,"Librarians, Archivists and Curators",2
-0.0046897763,0.003902976,2621,Archivists and Curators,2
-0.013597347,0.00028182208,2622,Librarians and Related Information Professionals,2
-0.01806349,0.013539363,263,Social and Religious Professionals,2
-0.0033335628,0.0103240805,2631,Economists,2
-0.007185456,0.01585326,2632,"Sociologists, Anthropologists and Related Professionals",2
-0.008419841,0.013412238,2633,"Philosophers, Historians and Political Scientists",2
-0.0150607405,0.0051871357,2634,Psychologists,2
-0.017658897,0.00853283,2635,Social Work and Counselling Professionals,2
-0.015793514,0.010866205,2636,Religious Professionals,2
-0.0053356295,0.008090002,264,"Authors, Journalists and Linguists",2
-0.0044911616,0.009665942,2641,Authors and Related Writers,2
-0.00914662,0.00725095,2642,Journalists,2
-0.0022036398,0.0026586005,2643,"Translators, Interpreters and Other Linguists",2
-0.005848693,0.0070734187,265,Creative and Performing Artists,2
-0.005005644,0.00025615012,2651,Visual Artists,2
-0.003348237,0.009501279,2652,"Musicians, Singers and Composers",2
-0.0044672824,0.008684612,2653,Dancers and Choreographers,2
-0.0027535954,0.0031297854,2654,"Film, Stage and Related Directors and Producers",2
-0.0046740193,0.0058199693,2655,Actors,2
-0.010121373,0.003419132,2656,"Announcers on Radio, Television and Other Media",2
-0.005408064,0.004386938,2659,Creative and Performing Artists Not Elsewhere Classified,2
-0.005371081,-0.013730625,3,Technicians and Associate Professionals,3
-0.00754342,-0.014739193,31,Science and Engineering Associate Professionals,3
0.0008630979,-0.020208057,311,Physical and Engineering Science Technicians,3
0.0001709928,-0.017871197,3111,Chemical and Physical Science Technicians,3
0.0035244562,-0.012571877,3112,Civil Engineering Technicians,3
-0.00040417616,-0.020187896,3113,Electrical Engineering Technicians,3
-0.0010857536,-0.021055091,3114,Electronics Engineering Technicians,3
0.005904929,-0.019718854,3115,Mechanical Engineering Technicians,3
0.0037715798,-0.018968442,3116,Chemical Engineering Technicians,3
0.006755698,-0.012510169,3117,Mining and metallurgical technicians,3
0.0064233975,0.005699649,3118,Draughtspersons,3
-0.00060314254,-0.019566195,3119,Physical and Engineering Science Technicians Not Elsewhere Classified,3
0.004899639,-0.009672322,312,"Mining, Manufacturing and Construction Supervisors",3
0.0073021385,-0.011553956,3121,Mining Supervisors,3
0.008237609,-0.012909669,3122,Manufacturing Supervisors,3
0.00030869426,-0.00486938,3123,Construction Supervisors,3
0.0022702666,-0.021409547,313,Process Control Technicians,3
0.011379406,-0.01142648,3131,Power Production Plant Operators,3
0.011159656,-0.007273291,3132,Incinerator and Water Treatment Plant Operators,3
0.016365841,-0.017492319,3133,Chemical Processing Plant Controllers,3
0.007526297,-0.007008396,3134,Petroleum and Natural Gas Refining Plant Operators,3
0.019623566,-0.019259002,3135,Metal Production Process Controllers,3
-8.2502185e-05,-0.021971747,3139,Process Control Technicians Not Elsewhere Classified,3
-0.005961371,-0.0052121,314,Life Science Technicians and Related Associate Professionals,3
-0.0046589337,-0.003925372,3141,Life Science Technicians (excluding Medical),3
0.0074149044,0.0043955017,3142,Agricultural Technicians,3
0.0054425797,0.0026157522,3143,Forestry Technicians,3
-0.0031887267,-0.012665679,315,Ship and Aircraft Controllers and Technicians,3
0.0020432135,-0.010880793,3151,Ships' Engineers,3
-0.0020326076,-0.005212799,3152,Ships' Deck Officers and Pilots,3
-0.0068688984,-0.008965417,3153,Aircraft Pilots and Related Associate Professionals,3
-0.010790238,-0.010984941,3154,Air Traffic Controllers,3
-0.003383065,-0.023051864,3155,Air Traffic Safety Electronics Technicians,3
-0.019686366,-0.003206004,32,Health Associate Professionals,3
-0.008489222,-0.009778923,321,Medical and Pharmaceutical Technicians,3
-0.0091020735,-0.0127124945,3211,Medical Imaging and Therapeutic Equipment Technicians,3
-0.006458944,-0.010211035,3212,Medical and Pathology Laboratory Technicians,3
-0.008088406,-0.009313259,3213,Pharmaceutical Technicians and Assistants,3
-0.0077956347,-0.010714555,3214,Medical and Dental Prosthetic Technicians,3
-0.014944305,0.0014189854,322,Nursing and Midwifery Associate Professionals,3
-0.01633035,-0.0029375216,3221,Nursing Associate Professionals,3
-0.013172446,-0.0011310761,3222,Midwifery Associate Professionals,3
-0.016024848,0.009014148,323,Traditional and Complementary Medicine Associate Professionals,3
-0.016024848,0.009014148,3230,Traditional and Complementary Medicine Associate Professionals,3
-0.0039933734,-0.0025032118,324,Veterinary Technicians and Assistants,3
-0.0039933734,-0.0025032118,3240,Veterinary Technicians and Assistants,3
-0.019807115,-8.253321e-05,325,Other Health Associate Professionals,3
-0.012450446,-0.0017188403,3251,Dental Assistants and Therapists,3
-0.011969241,-0.009326202,3252,Medical Records and Health Information Technicians,3
-0.011643075,0.0051212218,3253,Community Health Workers,3
-0.005407394,-0.003554824,3254,Dispensing Opticians,3
-0.008959303,-0.009060561,3255,Physiotherapy Technicians and Assistants,3
-0.017227175,-0.007841994,3256,Medical Assistants,3
-0.006954864,-0.0067979554,3257,Environmental and Occupational Health Inspectors and Associates,3
-0.0076154727,-0.001516893,3258,Ambulance Workers,3
-0.019235475,-0.0042979117,3259,Health Associate Professionals Not Elsewhere Classified,3
-0.017225115,-0.003059429,33,Business and Administration Associate Professionals,3
-0.01564412,-0.0033871147,331,Financial and Mathematical Associate Professionals,3
-0.0037767289,0.003772089,3311,Securities and Finance Dealers and Brokers,3
-0.009686759,-0.000532201,3312,Credit and Loans Officers,3
-0.016093584,-0.003219035,3313,Accounting Associate Professionals,3
-0.0145023,-0.0036843356,3314,"Statistical, Mathematical and Related Associate Professionals",3
0.0023732695,-0.002297266,3315,Valuers and Loss Assessors,3
-0.003321255,0.0071282005,332,Sales and Purchasing Agents and Brokers,3
-0.010492526,0.0035090249,3321,Insurance Representatives,3
-0.0069113974,0.0038719492,3322,Commercial Sales Representatives,3
0.0019021266,0.009076059,3323,Buyers,3
0.0021188394,0.0047012186,3324,Trade Brokers,3
-0.010661426,-0.0017780825,333,Business Services Agents,3
0.0026674657,-0.008408059,3331,Clearing and Forwarding Aents,3
-0.00931274,0.002567351,3332,Conference and Event Planners,3
-0.0033704084,0.0008904076,3333,Employment agents and contractors,3
-0.0092528695,0.008589761,3334,Real Estate Agents and Property Managers,3
-0.009283149,-0.0041185315,3339,Business Services Agents Not Elsewhere Classified,3
-0.015184161,-0.008381202,334,Administrative and Specialized Secretaries,3
-0.01252277,-0.0025071723,3341,Office Supervisors,3
-0.015310799,0.0013004789,3342,Legal Secretaries,3
-0.014750467,-0.004135748,3343,Administrative and Executive Secretaries,3
-0.015001371,-0.0060299006,3344,Medical Secretaries,3
-0.016519705,-0.004193312,335,Government Regulatory  Associate Professionals,3
-0.003981364,0.0021369075,3351,Customs and Border Inspectors,3
-0.00558998,0.0043391525,3352,Government Tax and Excise Officials,3
-0.008992317,0.003402516,3353,Government Social Benefits Officials,3
-0.013887371,0.0011622816,3354,Government Licensing Officials,3
-0.007255854,0.0007120973,3355,Police Inspectors and Detectives,3
-0.013615783,-0.0070680194,3359,Government Regulatory AssociatePprofessionals Not Elsewhere Classified,3
-0.01926019,0.0028401455,34,"Legal, Social, Cultural and Related Associate Professionals",3
-0.021523885,0.005395071,341,"Legal, Social and Religious Associate Professionals",3
-0.017790629,-0.0005373363,3411,Legal and Related Associate Professionals,3
-0.018415188,0.0003152379,3412,Social Work Associate Professionals,3
-0.018748363,0.0038334068,3413,Religious Associate Professionals,3
-0.0037958585,0.008128548,342,Sports and Fitness Workers,3
-0.007509133,0.011235515,3421,Athletes and Sports Players,3
-0.014149662,0.008129264,3422,"Sports Coaches, Instructors and Officials",3
-0.014721544,0.0049549467,3423,Fitness and Recreation Instructors and Programme Leaders,3
-0.0101964,0.005117633,343,"Artistic, Cultural and Culinary Associate Professionals",3
-0.003508184,0.0046604,3431,Photographers,3
-0.0029009283,0.0024196666,3432,Interior Designers and Decorators,3
-0.004134337,-0.0046327855,3433,"Gallery, Museum and Library Technicians",3
-0.0020533537,0.0044181496,3434,Chefs,3
-0.009420434,0.0033517047,3435,Other Artistic and Cultural Associate Professionals,3
-0.007564225,-0.0161545,35,Information and Communications Technicians,3
-0.008426448,-0.014606133,351,Information and Communications Technology Operations and User Support Technicians,3
-0.0059592165,-0.01786314,3511,Information and Communications Technology Operations Technicians,3
-0.010650275,-0.014622669,3512,Information and Communications Technology User Support Technicians,3
-0.0074515543,-0.0160817,3513,Computer Network and Systems Technicians,3
-0.0055274237,-0.011479241,3514,Web Technicians,3
-0.007506978,-0.009093945,352,Telecommunications and Broadcasting Technicians,3
-0.007904483,-0.0052216602,3521,Broadcasting and Audio-visual Technicians,3
-0.00493099,-0.017749598,3522,Telecommunications Engineering Technicians,3
-0.003849958,-0.00067760056,4,Clerical Support Workers,4
-0.0049854824,-0.010075456,41,General and Keyboard Clerks,4
-0.0067022867,-0.002082088,411,General Office Clerks,4
-0.0067022867,-0.002082088,4110,General Office Clerks,4
-0.0105142845,-0.0030580848,412,Secretaries (general),4
-0.0105142845,-0.0030580848,4120,Secretaries (general),4
0.0044869254,-0.00974078,413,Keyboard Operators,4
0.0025206276,-0.008567942,4131,Typists and Word Processing Operators,4
-0.0037272023,-0.0041642133,4132,Data Entry Clerks,4
-0.008401572,-0.0017038115,42,Customer Services Clerks,4
-0.0011927288,0.003031001,421,"Tellers, Money Collectors and Related Clerks",4
-0.0029925755,-0.000686131,4211,Bank Tellers and Related Clerks,4
-0.0008770219,0.008253647,4212,"Bookmakers, Croupiers and Related Gaming Workers",4
3.931336e-05,0.0075548,4213,Pawnbrokers and Money-lenders,4
-0.0006894085,0.0033188413,4214,Debt Collectors and Related Workers,4
-0.005766855,-0.0029907357,422,Client Information Workers,4
-0.009421503,0.005055156,4221,Travel Consultants and Clerks,4
-0.0032275983,-0.0045468863,4222,Contact Centre Information Clerks,4
-0.0041328114,-0.0062706815,4223,Telephone Switchboard Operators,4
-0.009900192,0.0008831804,4224,Hotel Receptionists,4
-0.008745078,-0.001228885,4225,Inquiry Clerks,4
-0.010995134,-0.0032440335,4226,Receptionists (general),4
-0.0075637433,0.008120218,4227,Survey and Market Research Interviewers,4
-0.0059385137,-0.004550494,4229,Client Information Workers Not Elsewhere Classified,4
0.008003138,-0.013952618,43,Numerical and Material Recording Clerks,4
0.00088202825,-0.010932897,431,Numerical Clerks,4
-0.0076235733,0.0013457927,4311,Accounting and Bookkeeping Clerks,4
-0.009525086,-2.6969044e-05,4312,"Statistical, Finance and Insurance Clerks",4
-0.004635099,-0.000792397,4313,Payroll Clerks,4
0.007490494,-0.0072682155,432,Material Recording and Transport Clerks,4
0.004137578,9.5617004e-05,4321,Stock Clerks,4
0.0033218088,-0.0026727237,4322,Production Clerks,4
-0.0010023803,-0.004301059,4323,Transport Clerks,4
-0.003782479,0.00012382418,44,Other Clerical Support Workers,4
-0.003782479,0.00012382418,441,Other Clerical Support Workers,4
-0.009892789,0.00055748253,4411,Library Clerks,4
0.0033791212,0.0024427872,4412,Mail Carriers and Sorting Clerks,4
-0.0018241779,-0.009695622,4413,"Coding, Proofreading and Related Clerks",4
0.011135458,0.0073676426,4414,Scribes and Related Workers,4
-0.00018217023,-0.0021085527,4415,Filing and Copying Clerks,4
-0.008623849,-0.00820612,4416,Personnel Clerks,4
-0.0041704928,-0.0042309524,4419,Clerical Support Workers Not Elsewhere Classified,4
-0.00012526229,0.007159676,5,Service and Sales Workers,5
-0.011935816,9.595074e-05,51,Personal Service Workers,5
-0.0074211354,0.0037171678,511,"Travel Attendants, Conductors and Guides",5
-0.008641909,0.0012751179,5111,Travel Attendants and Travel Stewards,5
0.0073515386,-0.009504688,5112,Transport Conductors,5
-0.0024929733,0.0074797818,5113,Travel Guides,5
-0.0007303062,0.006647368,512,Cooks,5
-0.0007303062,0.006647368,5120,Cooks,5
-0.0010405357,0.011181623,513,Waiters and Bartenders,5
-0.0026816288,0.007791677,5131,Waiters,5
-0.0029792623,0.0068443497,5132,Bartenders,5
0.0008609709,0.00802029,514,"Hairdressers, Beauticians and Related Workers",5
-0.0044153966,0.006190301,5141,Hairdressers,5
0.0031208443,0.0031575344,5142,Beauticians and Related Workers,5
-0.0061779427,-0.00554656,515,Building and Housekeeping Supervisors,5
-0.0054838904,-0.003223423,5151,"Cleaning and Housekeeping Supervisors in Offices, Hotels and Other Establishments",5
-0.0011446198,0.007847299,5152,Domestic Housekeepers,5
0.0004653093,0.005204021,5153,Building Caretakers,5
-0.011447486,0.0028007505,516,Other Personal Services Workers,5
-0.0074996855,0.006095409,5161,"Astrologers, Fortune-tellers and Related Workers",5
-0.004892651,0.0063324976,5162,Companions and Valets,5
-0.001500597,0.009571901,5163,Undertakers and Embalmers,5
0.0006571139,0.0077820406,5164,Pet Groomers and Animal Care Workers,5
-0.012492543,-0.00041635323,5165,Driving Instructors,5
-0.0110547785,-0.0027208081,5169,Personal Services Workers Not Elsewhere Classified,5
-0.00021112952,0.007645048,52,Sales Workers,5
-0.0039841095,0.012255233,521,Street and Market Salespersons,5
0.0028044393,0.013526938,5211,Stall and Market Salespersons,5
0.00043896004,0.016705526,5212,Street Food Salespersons,5
0.0016748692,0.008488095,522,Shop Aalespersons,5
0.002545863,0.011304815,5221,Shopkeepers,5
-0.00036428156,-0.0034005013,5222,Shop Supervisors,5
-0.0052249543,0.002278022,5223,Shop Sales Assistants,5
-0.0042765224,0.004464679,523,Cashiers and Ticket Clerks,5
-0.0042765224,0.004464679,5230,Cashiers and Ticket Clerks,5
0.0018358203,0.00794649,524,Other Sales Workers,5
0.0012805108,0.0064214333,5241,Fashion and Other Models,5
0.0020510831,0.008471186,5242,Sales Demonstrators,5
-0.0028539184,0.011023884,5243,Door-to-door Salespersons,5
-0.00018325332,-0.0005650578,5244,Contact Centre Salespersons,5
-0.00568432,-0.0042123385,5245,Service Station Attendants,5
-0.002818791,0.0028447048,5246,Food Service Counter Attendants,5
-8.709067e-05,0.00058333203,5249,Sales Workers Not Elsewhere Classified,5
-0.0125896605,-0.00011048529,53,Personal Care Workers,5
-0.010403124,0.010196777,531,Child Care Workers and Teachers' Aides,5
-0.008879869,0.0061683618,5311,Child Care Workers,5
-0.014723687,-0.0010503156,5312,Teachers' Aides,5
-0.015740907,0.001977532,532,Personal Care Workers in Health Services,5
-0.018517574,-0.0048198146,5321,Health Care Assistants,5
-0.008420809,0.0044833175,5322,Home-based Personal Care Workers,5
-0.015500905,-0.00074321084,5329,Personal Care Workers in Health Services Not Elsewhere Classified,5
-0.01047218,0.0017540596,54,Protective Services Workers,5
-0.01047218,0.0017540596,541,Protective Services Workers,5
-0.006441,0.0017269612,5411,Fire Fighters,5
-0.010109857,0.0032692323,5412,Police Officers,5
-0.00788089,0.0035151893,5413,Prison Guards,5
-0.008831227,-0.00022671568,5414,Security Guards,5
-0.009385339,-0.0026536547,5419,Protective Services Workers Not Elsewhere Classified,5
0.011476751,0.016732952,6,"Skilled Agricultural, Forestry and Fishery Workers",6
0.0072701485,0.015014422,61,Market-oriented Skilled Agricultural Workers,6
0.011854742,0.024464382,611,Market Gardeners and Crop Growers,6
0.015587344,0.019404689,6111,Field Crop and Vegetable Growers,6
0.0166079,0.017276745,6112,Tree and Shrub Crop Growers,6
0.010855177,0.016354633,6113,"Gardeners, Horticultural and Nursery Growers",6
0.0153508885,0.01925899,6114,Mixed Crop Growers,6
0.012496562,0.017543904,612,Animal Producers,6
0.013350648,0.020605866,6121,Livestock and Dairy Producers,6
0.007956753,0.0147064235,6122,Poultry Producers,6
0.008204937,0.018830488,6123,Apiarists and Sericulturists,6
0.012394321,0.013608572,6129,Animal Producers Not Elsewhere Classified,6
0.019012885,0.019695612,613,Mixed Crop and Animal Producers,6
0.019012885,0.019695612,6130,Mixed Crop and Animal Producers,6
0.008696384,0.01718651,62,"Market-Oriented Skilled Forestry, Fishery and Hunting Workers",6
0.01350512,0.011747245,621,Forestry and Related Workers,6
0.01350512,0.011747245,6210,Forestry and Related Workers,6
0.011594413,0.023524515,622,"Fishery Workers, Hunters and Trappers",6
0.0032475141,0.0077283797,6221,Aquaculture Workers,6
0.009743449,0.014462164,6222,Inland and Coastal Waters Fishery Workers,6
0.007804479,0.011266242,6223,Deep-sea Fishery Workers,6
0.0062762415,0.022403758,6224,Hunters and Trappers,6
0.013574106,0.030745218,63,"Subsistence Farmers, Fishers, Hunters and Gatherers",6
0.01324078,0.027075857,631,Subsistence Crop Farmers,6
0.013240792,0.027075855,6310,Subsistence Crop Farmers,6
0.012445198,0.026910385,632,Subsistence Livestock Farmers,6
0.012445198,0.026910385,6320,Subsistence Livestock Farmers,6
0.016007189,0.026954947,633,Subsistence Mixed Crop and Livestock Farmers,6
0.016007189,0.026954947,6330,Subsistence Mixed Crop and Livestock Farmers,6
0.012619729,0.028603088,634,"Subsistence Fishers, Hunters, Trappers and Gatherers",6
0.012619729,0.028603088,6340,"Subsistence Fishers, Hunters, Trappers and Gatherers",6
0.015270111,0.005754288,7,Craft and Related Trades Workers,7
0.001986487,-0.0021079164,71,Building and Related Trades Workers (excluding Electricians),7
0.01299945,0.0009520068,711,Building Frame and Related Trades Workers,7
0.004102137,0.005364468,7111,House Builders,7
0.012220531,0.0065460536,7112,Bricklayers and Related Workers,7
0.015022183,0.011106537,7113,"Stonemasons, Stone Cutters, Splitters and Carvers",7
0.011772375,-0.00111008,7114,"Concrete Placers, Concrete Finishers and Related Workers",7
0.01521135,0.0073089735,7115,Carpenters and Joiners,7
0.0077920076,-0.0013376968,7119,Building Frame and Related Trades Workers Not Elsewhere Classified,7
0.013576384,-0.0040675728,712,Building Finishers and Related Trades Workers,7
0.007218762,0.004239354,7121,Roofers,7
0.0078606,-0.00328023,7122,Floor Layers and Tile Setters,7
0.010112349,-0.0002953819,7123,Plasterers,7
0.007109631,-0.0018593994,7124,Insulation Workers,7
0.014684349,-0.0017103077,7125,Glaziers,7
0.0033199,-0.0022361923,7126,Plumbers and Pipe Fitters,7
0.008986015,-0.013673424,7127,Air Conditioning and Refrigeration Mechanics,7
0.011039523,0.0013985416,713,"Painters, Building Structure Cleaners and Related Trades Workers",7
0.014756978,0.0027765124,7131,Painters and Related Workers,7
0.01134549,-0.0030681472,7132,Spray Painters and Varnishers,7
0.008940257,-0.0064146556,7133,Building Structure Cleaners,7
0.015849104,-0.003367645,72,"Metal, Machinery and Related Trades Workers",7
0.015175851,-0.0038983666,721,"Sheet and Structural Metal Workers, Moulders and Welders, and Related Workers",7
